# units: time[s] pressure[Pa] temperature[K] mixture_ratio[-] mass[kg] mass_oxidizer[kg] mass_fuel[kg] mdot_ox_in[kg/s] mdot_fuel_in[kg/s] mdot_out[kg/s] c_star[m/s] gamma_s[-] eta_heat[-] thrust[N] molar_mass[kg/mol] density[kg/m^3] choked[-] inlet_mr_clamped[-]
time,pressure,temperature,mixture_ratio,mass,mass_oxidizer,mass_fuel,mdot_ox_in,mdot_fuel_in,mdot_out,c_star,gamma_s,eta_heat,thrust,molar_mass,density,choked,inlet_mr_clamped
0.102,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.103,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.104,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.105,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.106,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.107,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.108,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.109,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.11,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.111,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.112,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.113,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.114,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.115,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.116,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.117,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.118,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.119,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.12,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.121,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.122,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.123,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.124,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.125,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.126,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.127,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.128,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
0.129,5501059.405,3350.312217,3.399267399,0.05679606094,0.0438857157,0.01291034524,37.12,10.92,48.04,1762.744178,1.129659956,0.874,128331.6291,0.02229390711,4.402638795,1,0
